id,level,unit_id,module,submodule,pr,capability_code,capability,lens_code,lens,layout_id
SM-QA-05-Q0054,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,LINE,linhas e detalhamento,EXC,exceções e reversões,LAY-07
SM-QA-05-Q0055,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,LINE,linhas e detalhamento,BUL,lote e produtividade,LAY-07
SM-QA-05-Q0056,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,LINE,linhas e detalhamento,ROL,papéis e aprovação,LAY-07
SM-QA-05-Q0057,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,LINE,linhas e detalhamento,UI,tela e navegação,LAY-07
SM-QA-05-Q0058,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,LINE,linhas e detalhamento,AUT,automação e sugestão,LAY-07
SM-QA-05-Q0059,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,LINE,linhas e detalhamento,INT,integração e offline,LAY-07
SM-QA-05-Q0060,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,LINE,linhas e detalhamento,TST,teste e aceite,LAY-07
SM-QA-05-Q0061,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,TRG,gatilho e entrada,LAY-09
SM-QA-05-Q0062,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,FLD,campos e defaults,LAY-09
SM-QA-05-Q0063,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,STA,estado e ação,LAY-09
SM-QA-05-Q0064,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,EXC,exceções e reversões,LAY-09
SM-QA-05-Q0065,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,BUL,lote e produtividade,LAY-09
SM-QA-05-Q0066,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,ROL,papéis e aprovação,LAY-09
SM-QA-05-Q0067,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,UI,tela e navegação,LAY-09
SM-QA-05-Q0068,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,AUT,automação e sugestão,LAY-09
SM-QA-05-Q0069,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,INT,integração e offline,LAY-09
SM-QA-05-Q0070,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,STATE,estados do ciclo de vida,TST,teste e aceite,LAY-09
SM-QA-05-Q0071,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,TRG,gatilho e entrada,LAY-02
SM-QA-05-Q0072,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,FLD,campos e defaults,LAY-02
SM-QA-05-Q0073,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,STA,estado e ação,LAY-02
SM-QA-05-Q0074,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,EXC,exceções e reversões,LAY-02
SM-QA-05-Q0075,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,BUL,lote e produtividade,LAY-02
SM-QA-05-Q0076,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,ROL,papéis e aprovação,LAY-02
SM-QA-05-Q0077,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,UI,tela e navegação,LAY-02
SM-QA-05-Q0078,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,AUT,automação e sugestão,LAY-02
SM-QA-05-Q0079,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,INT,integração e offline,LAY-02
SM-QA-05-Q0080,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRANS,transições e próxima ação,TST,teste e aceite,LAY-02
SM-QA-05-Q0081,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,TRG,gatilho e entrada,LAY-09
SM-QA-05-Q0082,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,FLD,campos e defaults,LAY-09
SM-QA-05-Q0083,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,STA,estado e ação,LAY-09
SM-QA-05-Q0084,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,EXC,exceções e reversões,LAY-09
SM-QA-05-Q0085,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,BUL,lote e produtividade,LAY-09
SM-QA-05-Q0086,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,ROL,papéis e aprovação,LAY-09
SM-QA-05-Q0087,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,UI,tela e navegação,LAY-09
SM-QA-05-Q0088,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,AUT,automação e sugestão,LAY-09
SM-QA-05-Q0089,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,INT,integração e offline,LAY-09
SM-QA-05-Q0090,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TRIG,gatilhos e eventos,TST,teste e aceite,LAY-09
SM-QA-05-Q0091,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,TRG,gatilho e entrada,LAY-03
SM-QA-05-Q0092,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,FLD,campos e defaults,LAY-03
SM-QA-05-Q0093,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,STA,estado e ação,LAY-03
SM-QA-05-Q0094,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,EXC,exceções e reversões,LAY-03
SM-QA-05-Q0095,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,BUL,lote e produtividade,LAY-03
SM-QA-05-Q0096,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,ROL,papéis e aprovação,LAY-03
SM-QA-05-Q0097,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,UI,tela e navegação,LAY-03
SM-QA-05-Q0098,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,AUT,automação e sugestão,LAY-03
SM-QA-05-Q0099,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,INT,integração e offline,LAY-03
SM-QA-05-Q0100,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,APPR,aprovações e alçadas,TST,teste e aceite,LAY-03
SM-QA-05-Q0101,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,TRG,gatilho e entrada,LAY-08
SM-QA-05-Q0102,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,FLD,campos e defaults,LAY-08
SM-QA-05-Q0103,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,STA,estado e ação,LAY-08
SM-QA-05-Q0104,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,EXC,exceções e reversões,LAY-08
SM-QA-05-Q0105,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,BUL,lote e produtividade,LAY-08
SM-QA-05-Q0106,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,ROL,papéis e aprovação,LAY-08
SM-QA-05-Q0107,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,UI,tela e navegação,LAY-08
SM-QA-05-Q0108,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,AUT,automação e sugestão,LAY-08
SM-QA-05-Q0109,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,INT,integração e offline,LAY-08
SM-QA-05-Q0110,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OVR,override do master,TST,teste e aceite,LAY-08
SM-QA-05-Q0111,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,TRG,gatilho e entrada,LAY-08
SM-QA-05-Q0112,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,FLD,campos e defaults,LAY-08
SM-QA-05-Q0113,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,STA,estado e ação,LAY-08
SM-QA-05-Q0114,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,EXC,exceções e reversões,LAY-08
SM-QA-05-Q0115,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,BUL,lote e produtividade,LAY-08
SM-QA-05-Q0116,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,ROL,papéis e aprovação,LAY-08
SM-QA-05-Q0117,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,UI,tela e navegação,LAY-08
SM-QA-05-Q0118,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,AUT,automação e sugestão,LAY-08
SM-QA-05-Q0119,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,INT,integração e offline,LAY-08
SM-QA-05-Q0120,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,VAL,validações bloqueantes,TST,teste e aceite,LAY-08
SM-QA-05-Q0121,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,TRG,gatilho e entrada,LAY-14
SM-QA-05-Q0122,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,FLD,campos e defaults,LAY-14
SM-QA-05-Q0123,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,STA,estado e ação,LAY-14
SM-QA-05-Q0124,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,EXC,exceções e reversões,LAY-14
SM-QA-05-Q0125,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,BUL,lote e produtividade,LAY-14
SM-QA-05-Q0126,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,ROL,papéis e aprovação,LAY-14
SM-QA-05-Q0127,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,UI,tela e navegação,LAY-14
SM-QA-05-Q0128,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,AUT,automação e sugestão,LAY-14
SM-QA-05-Q0129,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,INT,integração e offline,LAY-14
SM-QA-05-Q0130,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,WARN,alertas não bloqueantes,TST,teste e aceite,LAY-14
SM-QA-05-Q0131,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,TRG,gatilho e entrada,LAY-15
SM-QA-05-Q0132,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,FLD,campos e defaults,LAY-15
SM-QA-05-Q0133,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,STA,estado e ação,LAY-15
SM-QA-05-Q0134,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,EXC,exceções e reversões,LAY-15
SM-QA-05-Q0135,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,BUL,lote e produtividade,LAY-15
SM-QA-05-Q0136,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,ROL,papéis e aprovação,LAY-15
SM-QA-05-Q0137,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,UI,tela e navegação,LAY-15
SM-QA-05-Q0138,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,AUT,automação e sugestão,LAY-15
SM-QA-05-Q0139,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,INT,integração e offline,LAY-15
SM-QA-05-Q0140,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ERR,erros e recuperação,TST,teste e aceite,LAY-15
SM-QA-05-Q0141,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,TRG,gatilho e entrada,LAY-16
SM-QA-05-Q0142,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,FLD,campos e defaults,LAY-16
SM-QA-05-Q0143,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,STA,estado e ação,LAY-16
SM-QA-05-Q0144,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,EXC,exceções e reversões,LAY-16
SM-QA-05-Q0145,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,BUL,lote e produtividade,LAY-16
SM-QA-05-Q0146,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,ROL,papéis e aprovação,LAY-16
SM-QA-05-Q0147,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,UI,tela e navegação,LAY-16
SM-QA-05-Q0148,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,AUT,automação e sugestão,LAY-16
SM-QA-05-Q0149,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,INT,integração e offline,LAY-16
SM-QA-05-Q0150,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,DOC,documentos obrigatórios,TST,teste e aceite,LAY-16
SM-QA-05-Q0151,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,TRG,gatilho e entrada,LAY-16
SM-QA-05-Q0152,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,FLD,campos e defaults,LAY-16
SM-QA-05-Q0153,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,STA,estado e ação,LAY-16
SM-QA-05-Q0154,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,EXC,exceções e reversões,LAY-16
SM-QA-05-Q0155,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,BUL,lote e produtividade,LAY-16
SM-QA-05-Q0156,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,ROL,papéis e aprovação,LAY-16
SM-QA-05-Q0157,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,UI,tela e navegação,LAY-16
SM-QA-05-Q0158,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,AUT,automação e sugestão,LAY-16
SM-QA-05-Q0159,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,INT,integração e offline,LAY-16
SM-QA-05-Q0160,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,ATT,anexos e versões,TST,teste e aceite,LAY-16
SM-QA-05-Q0161,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,TRG,gatilho e entrada,LAY-17
SM-QA-05-Q0162,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,FLD,campos e defaults,LAY-17
SM-QA-05-Q0163,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,STA,estado e ação,LAY-17
SM-QA-05-Q0164,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,EXC,exceções e reversões,LAY-17
SM-QA-05-Q0165,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,BUL,lote e produtividade,LAY-17
SM-QA-05-Q0166,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,ROL,papéis e aprovação,LAY-17
SM-QA-05-Q0167,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,UI,tela e navegação,LAY-17
SM-QA-05-Q0168,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,AUT,automação e sugestão,LAY-17
SM-QA-05-Q0169,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,INT,integração e offline,LAY-17
SM-QA-05-Q0170,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,OCR,OCR e extração,TST,teste e aceite,LAY-17
SM-QA-05-Q0171,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,TRG,gatilho e entrada,LAY-18
SM-QA-05-Q0172,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,FLD,campos e defaults,LAY-18
SM-QA-05-Q0173,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,STA,estado e ação,LAY-18
SM-QA-05-Q0174,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,EXC,exceções e reversões,LAY-18
SM-QA-05-Q0175,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,BUL,lote e produtividade,LAY-18
SM-QA-05-Q0176,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,ROL,papéis e aprovação,LAY-18
SM-QA-05-Q0177,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,UI,tela e navegação,LAY-18
SM-QA-05-Q0178,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,AUT,automação e sugestão,LAY-18
SM-QA-05-Q0179,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,INT,integração e offline,LAY-18
SM-QA-05-Q0180,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,SEARCH,busca global e local,TST,teste e aceite,LAY-18
SM-QA-05-Q0181,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,TRG,gatilho e entrada,LAY-01
SM-QA-05-Q0182,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,FLD,campos e defaults,LAY-01
SM-QA-05-Q0183,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,STA,estado e ação,LAY-01
SM-QA-05-Q0184,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,EXC,exceções e reversões,LAY-01
SM-QA-05-Q0185,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,BUL,lote e produtividade,LAY-01
SM-QA-05-Q0186,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,ROL,papéis e aprovação,LAY-01
SM-QA-05-Q0187,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,UI,tela e navegação,LAY-01
SM-QA-05-Q0188,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,AUT,automação e sugestão,LAY-01
SM-QA-05-Q0189,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,INT,integração e offline,LAY-01
SM-QA-05-Q0190,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,FILTER,filtros e views salvas,TST,teste e aceite,LAY-01
SM-QA-05-Q0191,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TABLE,"tabela, colunas e ordenação",TRG,gatilho e entrada,LAY-01
SM-QA-05-Q0192,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TABLE,"tabela, colunas e ordenação",FLD,campos e defaults,LAY-01
SM-QA-05-Q0193,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TABLE,"tabela, colunas e ordenação",STA,estado e ação,LAY-01
SM-QA-05-Q0194,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TABLE,"tabela, colunas e ordenação",EXC,exceções e reversões,LAY-01
SM-QA-05-Q0195,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TABLE,"tabela, colunas e ordenação",BUL,lote e produtividade,LAY-01
SM-QA-05-Q0196,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TABLE,"tabela, colunas e ordenação",ROL,papéis e aprovação,LAY-01
SM-QA-05-Q0197,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TABLE,"tabela, colunas e ordenação",UI,tela e navegação,LAY-01
SM-QA-05-Q0198,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TABLE,"tabela, colunas e ordenação",AUT,automação e sugestão,LAY-01
SM-QA-05-Q0199,SUBMODULE,SM-QA-05,"Testes, migração e implantação","Hypercare, treinamento e incidentes",PR-QA-05,TABLE,"tabela, colunas e ordenação",INT,integração e offline,LAY-01
